time,queue_density,dynamic_density
26.4667,0.268237,0.0172236
26.5333,0.268622,0.0159377
26.6,0.268904,0.0171156
26.6667,0.271372,0.0196499
26.7333,0.271898,0.018547
26.8,0.272428,0.0210719
26.8667,0.275399,0.023517
26.9333,0.27614,0.0237516
27,0.277821,0.0255022
27.0667,0.281744,0.0278112
27.1333,0.283297,0.0273465
27.2,0.28501,0.0308429
27.2667,0.290464,0.0356017
27.3333,0.294828,0.0378027
27.4,0.299343,0.0422236
27.4667,0.307312,0.0489159
27.5333,0.311695,0.049587
27.6,0.314595,0.0537357
27.6667,0.32217,0.0622583
27.7333,0.328693,0.0669326
27.8,0.329257,0.0678712
27.8667,0.33738,0.075948
27.9333,0.34189,0.0801624
28,0.339276,0.0840858
28.0667,0.348104,0.0902619
28.1333,0.354599,0.0974564
28.2,0.357589,0.101305
28.2667,0.36407,0.106218
28.3333,0.37079,0.115342
28.4,0.370664,0.113169
28.4667,0.377013,0.118674
28.5333,0.381965,0.128163
28.6,0.382772,0.123597
28.6667,0.387906,0.126666
28.7333,0.394063,0.139023
28.8,0.395335,0.139018
28.8667,0.400357,0.144289
28.9333,0.403168,0.150756
29,0.407063,0.150765
29.0667,0.411883,0.157927
29.1333,0.414276,0.161916
29.2,0.415863,0.161995
29.2667,0.419518,0.16644
29.3333,0.424315,0.173705
29.4,0.425793,0.172541
29.4667,0.426079,0.175047
29.5333,0.434105,0.188422
29.6,0.432823,0.185114
29.6667,0.428205,0.1831
29.7333,0.430416,0.182331
29.8,0.429088,0.181261
29.8667,0.432429,0.185949
29.9333,0.439943,0.192651
30,0.438694,0.18685
30.0667,0.441252,0.189835
30.1333,0.445551,0.19886
30.2,0.441365,0.191238
30.2667,0.441909,0.192566
30.3333,0.44802,0.200793
30.4,0.436977,0.18226
30.4667,0.436329,0.18088
30.5333,0.446903,0.192214
30.6,0.441196,0.179881
30.6667,0.440755,0.179632
30.7333,0.44556,0.192393
30.8,0.438493,0.178604
30.8667,0.437934,0.177093
30.9333,0.441942,0.185846
31,0.430158,0.154191
31.0667,0.428398,0.153022
31.1333,0.435766,0.174826
31.2,0.4195,0.128989
31.2667,0.417275,0.12699
31.3333,0.418233,0.126657
31.4,0.406852,0.103112
31.4667,0.416721,0.126643
31.5333,0.426093,0.156218
31.6,0.413666,0.127332
31.6667,0.417012,0.133119
31.7333,0.422996,0.149179
31.8,0.417946,0.13624
31.8667,0.422203,0.136404
31.9333,0.421213,0.136226
32,0.414854,0.120936
32.0667,0.417796,0.121053
32.1333,0.422419,0.132026
32.2,0.418345,0.119622
32.2667,0.417904,0.116726
32.3333,0.423357,0.130069
32.4,0.40871,0.0981228
32.4667,0.408161,0.0975596
32.5333,0.420865,0.127328
32.6,0.410071,0.096269
32.6667,0.410583,0.0941055
32.7333,0.415736,0.112305
32.8,0.389952,0.0413647
32.8667,0.392242,0.0418904
32.9333,0.414882,0.103262
33,0.371813,0.0139243
33.0667,0.367618,0.0060306
33.1333,0.38685,0.0648207
33.2,0.382978,0.0450206
33.2667,0.376586,0
33.3333,0.38302,0.00429885
33.4,0.388826,0.00842876
33.4667,0.398447,0.0174864
33.5333,0.408917,0.024357
33.6,0.41514,0.0300075
33.6667,0.423705,0.0356767
33.7333,0.432823,0.0377464
33.8,0.438469,0.0473437
33.8667,0.448822,0.0579501
33.9333,0.457734,0.0591093
34,0.459916,0.0670593
34.0667,0.464187,0.0691149
34.1333,0.467444,0.0641965
34.2,0.468153,0.0702647
34.2667,0.47263,0.075305
34.3333,0.472916,0.069082
34.4,0.473644,0.0733433
34.4667,0.479735,0.0783039
34.5333,0.481828,0.071682
34.6,0.48432,0.0758025
34.6667,0.477816,0.0788295
34.7333,0.484583,0.0751079
34.8,0.487638,0.0769195
34.8667,0.489436,0.0820912
34.9333,0.490778,0.0814483
35,0.493242,0.0823963
35.0667,0.496194,0.0854515
35.1333,0.499169,0.0828374
35.2,0.49962,0.0825465
35.2667,0.501718,0.0872442
35.3333,0.503665,0.0890604
35.4,0.499118,0.0837995
35.4667,0.502506,0.087033
35.5333,0.504163,0.0904731
35.6,0.50245,0.0863291
35.6667,0.503243,0.0896846
35.7333,0.504139,0.0884503
35.8,0.501445,0.0832974
35.8667,0.501802,0.0859865
35.9333,0.502971,0.0865919
36,0.502553,0.0840248
36.0667,0.505003,0.0870424
36.1333,0.506453,0.0877088
36.2,0.506608,0.0841093
36.2667,0.507828,0.0866858
36.3333,0.494997,0.0888399
36.4,0.49732,0.0857894
36.4667,0.498733,0.0881735
36.5333,0.500174,0.0883659
36.6,0.498841,0.0855688
36.6667,0.499883,0.0884128
36.7333,0.498935,0.0884316
36.8,0.498118,0.0851277
36.8667,0.497949,0.087446
36.9333,0.497808,0.0873709
37,0.495603,0.0844096
37.0667,0.494889,0.0860334
37.1333,0.495626,0.0846959
37.2,0.492965,0.0806739
37.2667,0.491379,0.0820208
37.3333,0.489239,0.0850197
37.4,0.48624,0.0796227
37.4667,0.483767,0.0793552
37.5333,0.481115,0.0778956
37.6,0.478459,0.0645861
37.6667,0.475418,0.0636146
37.7333,0.48433,0.113676
37.8,0.471832,0.00866811
37.8667,0.47355,0.00593674
37.9333,0.479045,0.0111601
38,0.466637,0.00706307
38.0667,0.47232,0.00998217
38.1333,0.479754,0.0125399
38.2,0.480087,0.0141872
38.2667,0.487329,0.0167355
38.3333,0.49319,0.0168012
38.4,0.494345,0.0146471
38.4667,0.4987,0.017599
38.5333,0.506753,0.0214192
38.6,0.508649,0.0207246
38.6667,0.514849,0.0240238
38.7333,0.520856,0.0184532
38.8,0.523085,0.0206261
38.8667,0.526896,0.0168059
38.9333,0.530439,0.0144171
39,0.539497,0.0349634
39.0667,0.544547,0.0436784
39.1333,0.549305,0.0435752
39.2,0.551614,0.0464004
39.2667,0.557162,0.0544725
39.3333,0.560498,0.051774
39.4,0.562911,0.052783
39.4667,0.566815,0.0573024
39.5333,0.570931,0.0552515
39.6,0.572869,0.0559884
39.6667,0.566717,0.0641355
39.7333,0.572883,0.0678571
39.8,0.57447,0.0645016
39.8667,0.582072,0.0724141
39.9333,0.585691,0.0763563
40,0.58998,0.0755303
40.0667,0.595147,0.0833912
40.1333,0.599671,0.085719
40.2,0.601164,0.0818847
40.2667,0.605932,0.0886287
40.3333,0.610297,0.0916463
40.4,0.611817,0.0887272
40.4667,0.618186,0.0947062
40.5333,0.62179,0.0914962
40.6,0.623831,0.0884316
40.6667,0.630472,0.0968228
40.7333,0.63616,0.102102
40.8,0.639492,0.101596
40.8667,0.644457,0.106655
40.9333,0.65053,0.108565
41,0.653487,0.105059
41.0667,0.658171,0.111625
41.1333,0.663319,0.117885
41.2,0.663737,0.111038
41.2667,0.668411,0.115933
41.3333,0.666904,0.115825
